更新时间,#genre#
20260424 03:00,url

RespoTime,whitelist,#genre#
0.01ms,NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
0.01ms,NewTV海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
0.01ms,NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
0.01ms,NewTV精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
0.01ms,NewTV精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
0.01ms,NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
0.01ms,NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
0.01ms,NewTV明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
0.01ms,NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
0.01ms,NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
0.01ms,NewTV武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
0.01ms,NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
0.01ms,NewTV 炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
0.01ms,NewTV 怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
0.01ms,CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
0.01ms,CGTN西语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226431/index.m3u8
0.01ms,CGTN英语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225604/index.m3u8
0.01ms,CGTN法语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226520/index.m3u8
0.01ms,CGTN俄语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226543/index.m3u8
0.01ms,CGTN阿语,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226517/index.m3u8
0.01ms,CGTN纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225602/index.m3u8
0.01ms,超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
0.01ms,睛彩青少,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
0.01ms,家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
0.01ms,CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
0.01ms,湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
0.01ms,浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
0.01ms,东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
0.01ms,北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
0.01ms,江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
0.01ms,重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
0.01ms,东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
0.01ms,深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
0.01ms,广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
0.01ms,广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
0.01ms,甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
0.01ms,黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226467/index.m3u8
0.01ms,内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
0.01ms,青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
0.01ms,天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
0.01ms,云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
0.01ms,延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
0.01ms,山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
0.01ms,陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
0.01ms,睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
0.01ms,超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
0.01ms,超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
0.01ms,纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
0.01ms,睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
26.23ms,TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
27.14ms,福建新闻,http://satellitepull.cnr.cn/live/wx32fjxwgb/playlist.m3u8
35.27ms,锡林郭勒汉语广播,https://satellitepull.cnr.cn/live/wx32nmgxlglhygb/playlist.m3u8
35.36ms,Stingray Naturescape (1080p),https://lotus.stingray.com/manifest/naturescape-a003-montreal/samsungtvplus/f7ed86a4-b8ac-38e0-a745-710077a95be6/5711200/manifest.m3u8
35.44ms,陕西农村广播,https://satellitepull.cnr.cn/live/wxsxxncgb/playlist.m3u8
35.75ms,凤凰中文高清,http://cdn6.163189.xyz/163189/fhzw
36.04ms,延边文艺生活广播,https://satellitepull.cnr.cn/live/wxybwyshgb/playlist.m3u8
36.50ms,Qello Concerts by Stingray (360p),https://lotus.stingray.com/manifest/qello-qello001-montreal/samsungtvplus/f3b3b889-e519-3156-810f-18850e58a304/1020800/manifest.m3u8
36.74ms,内蒙古新闻广播,https://satellitepull.cnr.cn/live/wx32nmghyzhxwgb/playlist.m3u8
37.91ms,ABC News Live,https://t.freetv.fun/live/abc-news-live-1-1.m3u8
38.10ms,吉林卫视,https://stream1.freetv.fun/c8a8b8a24ab802c58f26f0520dc40cf341fbd5811ce1ae9327f2c63e26e8fc28.m3u8
38.15ms,American Dad,https://t.freetv.fun/live/american-pickers.m3u8
38.24ms,Star 1,https://t.freetv.fun/live/star-sports-1-1.m3u8
38.66ms,CBS NETWORK,https://t.freetv.fun/live/cbc-news-network.m3u8
38.88ms,Star HD,https://t.freetv.fun/live/lone-star.m3u8
38.97ms,Bravo,https://t.freetv.fun/live/bravo-plus-1-1.m3u8
39.05ms,绍兴公共,https://t.freetv.fun/live/shao-xing-gong-gong-pin-dao-1.m3u8
39.06ms,Music tv,https://t.freetv.fun/live/smusic-tv.m3u8
39.09ms,CBN,https://t.freetv.fun/live/tln-media-chicago.m3u8
39.21ms,History(USA),https://t.freetv.fun/live/pbs-history.m3u8
39.36ms,峨嵋電影,https://t.freetv.fun/live/e-mei-dian-ying-1.m3u8
39.53ms,WLTV-DT1 [Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/wltv/wltv.isml/hls/wltv.m3u8
39.62ms,凤凰资讯高清,http://cdn6.163189.xyz/163189/fhzx
39.65ms,TiJi,https://t.freetv.fun/live/tiji-1.m3u8
39.70ms,VEVO 1,https://t.freetv.fun/live/vevo-retro-rock.m3u8
39.84ms,浙江衛視,https://t.freetv.fun/live/zhe-jiang-wei-shi-17.m3u8
39.87ms,OMAN TV,https://t.freetv.fun/live/company-tv-1.m3u8
39.94ms,EET TV Tamil,https://t.freetv.fun/live/eet-tv.m3u8
40.00ms,CCTV10,https://t.freetv.fun/live/cctv-10ke-jiao-2.m3u8
40.24ms,WFUT-DT1 (720p) [Geo-blocked],https://streaming-live-fcdn.api.prd.univisionnow.com/wfut/wfut.isml/hls/wfut.m3u8
40.40ms,河南卫视,https://stream1.freetv.fun/e10babc946441f86bbf308ed367395e69b2b8f62b684a3ed75bc5adbe4bc3339.m3u8
40.45ms,寧夏衛視,https://t.freetv.fun/live/zhu-xia-wei-shi-12.m3u8
40.55ms,天映經典(MAS),https://t.freetv.fun/live/tian-ying-jing-dian-2.m3u8
40.56ms,民視HD,https://t.freetv.fun/live/min-shi-3-1.m3u8
40.58ms,江苏卫视,https://stream1.freetv.fun/b538dca1e93a7c33d25227141958f757f7cc11cf2126fab1deca9cd36ee2ba97.m3u8
40.73ms,Radio Italia TV,https://t.freetv.fun/live/radio-radio-tv.m3u8
40.80ms,ОТР,https://t.freetv.fun/live/otr.m3u8
40.80ms,AXN HD,https://t.freetv.fun/live/axn-1.m3u8
40.85ms,广东卫视,https://stream1.freetv.fun/cee5cfaf0047e43df21ed1d00f03bcd3398f730317feabca730b45edfcb9d3bb.m3u8
40.93ms,浙江卫视,https://stream1.freetv.fun/11fc10d9b4476ff868ef1efabfd865c3b4dad45404751880cd469332b0488a19.m3u8
40.97ms,Sony AATH India,https://t.freetv.fun/live/sony-aath.m3u8
41.03ms,Wild Earth,https://t.freetv.fun/live/wild-earth-1.m3u8
41.04ms,新疆卫视,https://stream1.freetv.fun/76f778346d34fe24d36da8d8a180dc4610a107d5344084dce026498faabd0220.m3u8
41.09ms,Сибирь,https://t.freetv.fun/live/sibir-24-2.m3u8
41.13ms,Channel 8,http://cdn6.163189.xyz/163189/ch8
41.16ms,TRT 1 HD,https://t.freetv.fun/live/trt-1.m3u8
41.17ms,四川卫视,https://stream1.freetv.fun/afdc38e58290c4d7c18a29077299ff3b1e4219cf804a616c7743063427a42eb0.m3u8
41.18ms,溫州經濟科教,https://t.freetv.fun/live/jing-ji-ke-jiao-gao-qing-8.m3u8
41.19ms,黑龙江卫视,https://stream1.freetv.fun/9f8220af32932a5f5f635dc51acc8c0270c30577c3cfe1be46a9f30dadd13cfa.m3u8
41.29ms,ABC News Live,https://t.freetv.fun/live/abc-news-live-4.m3u8
41.33ms,天映經典(MAS),https://t.freetv.fun/live/tian-ying-jing-dian.m3u8
41.34ms,Food Network(TW),https://t.freetv.fun/live/food-network-west.m3u8
41.35ms,VH1 Classic,https://t.freetv.fun/live/mtv-classic-4.m3u8
41.42ms,Comedy Central (NL),https://t.freetv.fun/live/comedy-central-1.m3u8
41.44ms,安徽卫视,https://stream1.freetv.fun/9cdad0b4fbdc85efc783479b2a1d809e6ad06c2f0d0a01191f4b104a11693980.m3u8
41.57ms,TJK TV HD,https://t.freetv.fun/live/tjk-tv.m3u8
41.61ms,年代新聞HD,https://t.freetv.fun/live/nian-dai-xin-wen.m3u8
41.68ms,CCTV14,https://stream1.freetv.fun/0615172c9e083d70772bf6d78ffcd4e344e9b95aaa026d603259348488832520.m3u8
41.69ms,HBO Asia臺灣地區頻道,https://t.freetv.fun/live/hbo-3.m3u8
41.70ms,CCTV7,https://stream1.freetv.fun/782b27b7a038d2eaa290d863fb13716d861af5dec099c1e3bcef8884b9139549.m3u8
41.71ms,寰宇新聞FHD,https://t.freetv.fun/live/huan-yu-xin-wen-1.m3u8
41.74ms,LIFESTYLE TV,https://t.freetv.fun/live/fashion-lifestyle.m3u8
41.76ms,貴州衛視,https://t.freetv.fun/live/gui-zhou-wei-shi-10.m3u8
41.85ms,TVE 24,https://t.freetv.fun/live/teve-2-1.m3u8
41.86ms,CNN Indonesia,https://t.freetv.fun/live/cnbc-indonesia-1.m3u8
41.87ms,金川新闻综合,https://t.freetv.fun/live/jin-chuan-xin-wen-zong-he-4.m3u8
41.89ms,金鹰卡通,https://t.freetv.fun/live/jin-ying-qia-tong-5.m3u8
41.89ms,Film 1 Premiere HD Netherlands,https://t.freetv.fun/live/premiere-7.m3u8
41.90ms,A PLUS,https://t.freetv.fun/live/illusion-plus.m3u8
41.90ms,Fox Sports 1 USA,https://t.freetv.fun/live/fs1-foxsports-1-us.m3u8
41.93ms,上虞新聞綜合,https://t.freetv.fun/live/shang-yu-xin-wen-zong-he.m3u8
41.96ms,CCTV7,https://stream1.freetv.fun/52ed19522f9cb0b1e5954cda13ab827fdaee9270338a1f6ddf6b6f0f3dd38958.m3u8
41.97ms,Hard Life TV,https://t.freetv.fun/live/life-tv-2.m3u8
41.97ms,K+1 HD,https://t.freetv.fun/live/ch-ng-xy-plus-1.m3u8
42.00ms,CCTV8,https://stream1.freetv.fun/16ce7a79d2fb02653cbbd81553872390bc8910f5054969356170ae99c2f175fe.m3u8
42.01ms,CCTV2,https://stream1.freetv.fun/0c2d56a09c4103a4bd2a0b1fce3daaafa5402ea91fb9166faa2489ce5c440506.m3u8
42.01ms,KTV,https://t.freetv.fun/live/ktv.m3u8
42.02ms,CCTV9,https://stream1.freetv.fun/5f98918e8819dcb80de3faf43c4aefeea65fb996dd58de52a2e803b03b7946de.m3u8
42.06ms,History(USA),https://t.freetv.fun/live/history-hit-1.m3u8
42.09ms,Racing UK,https://t.freetv.fun/live/equidia-racing-1.m3u8
42.09ms,A&E,https://t.freetv.fun/live/a-e-2.m3u8
42.11ms,CCTV6,https://stream1.freetv.fun/8ec6833d540a5c39f5b2e1558eefcf081be5735308ece54d9d154b5bbcaa130a.m3u8
42.13ms,ТВ Центр,https://t.freetv.fun/live/tv-tsentr.m3u8
42.15ms,CCTV4,https://stream1.freetv.fun/2f1e3c9d65bfe24a6528f5bf7ef0c04c6f31d388d96148f28f7cd72a25cd9a8c.m3u8
42.16ms,TCCTV-2,https://t.freetv.fun/live/cctv-2cai-jing-3.m3u8
42.21ms,廣東新聞,https://t.freetv.fun/live/yan-dong-xin-wen-10.m3u8
42.21ms,金光布袋戲,https://t.freetv.fun/live/jin-guang-bu-dai-xi-1.m3u8
42.26ms,厦门卫视,https://stream1.freetv.fun/b141ea6ce9d451944bdbb8a936f68e89d95ae4084af344105a486cd0d717debd.m3u8
42.26ms,新疆卫视,https://stream1.freetv.fun/da52b6cfd3a71c8ecd1c54fbc2e4b214f7a67159546214a08663ae1a88330361.m3u8
42.26ms,CCTV3,https://t.freetv.fun/live/cctv3zong-yi-3.m3u8
42.26ms,&FlixHD,https://t.freetv.fun/live/dungeons-dragons-adventures.m3u8
42.26ms,Bloomberg TV,https://t.freetv.fun/live/bloomberg-tv-plus-2.m3u8
42.33ms,貴州衛視,https://t.freetv.fun/live/gui-zhou-wei-shi.m3u8
42.34ms,МИР 24,https://t.freetv.fun/live/mir-24-3.m3u8
42.35ms,CLassica,https://t.freetv.fun/live/classica.m3u8
42.37ms,民视新闻,https://t.freetv.fun/live/min-shi-xin-wen-2.m3u8
42.41ms,东南卫视,https://stream1.freetv.fun/ece9b040569e5766b592af0a4b6fa356e04d0a806973f7e105db06a44c8f58be.m3u8
42.41ms,The Cleveland Show,https://t.freetv.fun/live/show-1.m3u8
42.43ms,C+頻道,https://t.freetv.fun/live/in-touch-plus-2.m3u8
42.47ms,BeIn Sports(US),https://t.freetv.fun/live/ch-ng-bein-sports-xtra.m3u8
42.47ms,Bloomberg 4K,https://t.freetv.fun/live/ch-ng-bloomberg.m3u8
42.50ms,广东体育,https://t.freetv.fun/live/yan-dong-ti-yu-2.m3u8
42.50ms,A PLUS,https://t.freetv.fun/live/animation-plus.m3u8
42.51ms,Alfa Fann,https://t.freetv.fun/live/alfa-s.m3u8
42.53ms,TNT Sports 2,https://t.freetv.fun/live/tnt-sports-arg.m3u8
42.54ms,CBS News,https://t.freetv.fun/live/cbs-news-texas-1.m3u8
42.55ms,TV 7,https://t.freetv.fun/live/7tv.m3u8
42.60ms,PMC TV Turk,https://t.freetv.fun/live/pmc.m3u8
42.62ms,Golf(PH),https://t.freetv.fun/live/golf.m3u8
42.68ms,PET CLUB TV,https://t.freetv.fun/live/ch-ng-pet-club.m3u8
42.69ms,甘肃卫视,https://stream1.freetv.fun/eb049976dadeacc21684734cf5e7197847f88e90f7b6e224b7aadface62830d4.m3u8
42.70ms,CCTV2,https://stream1.freetv.fun/740facfce5eb3652083f1f23ac2a7aba7a7899446cf8f9a8ba57499f8e725dbd.m3u8
42.70ms,GOLDEN HD,https://t.freetv.fun/live/golden-edge.m3u8
42.71ms,廣東衛視,https://t.freetv.fun/live/yan-dong-wei-shi-1.m3u8
42.72ms,湖北生活,https://t.freetv.fun/live/hu-bei-sheng-huo.m3u8
42.73ms,CCTV3,https://stream1.freetv.fun/fab80767c7639787d5cc1aaa550702708ce601db5d7ec8a3234c35cc6b8653b5.m3u8
42.74ms,Sabaia TV,https://t.freetv.fun/live/abai-tv.m3u8
42.74ms,IMAM HUSSEIN 2 TV,https://t.freetv.fun/live/imam-hussein-tv-2-2.m3u8
42.76ms,福建公共,https://t.freetv.fun/live/fu-jian-gong-gong-1.m3u8
42.77ms,Umbria TV,https://t.freetv.fun/live/brian-tv.m3u8
42.77ms,RUSSIA TODAY: GLOBAL,https://t.freetv.fun/live/usa-today-1.m3u8
42.78ms,CCTV8,https://stream1.freetv.fun/60ff50ba97c33e8a350f382aa200a9e262ee9dc03c3e483413b1a1fbb1808a18.m3u8
42.81ms,广州新闻,https://t.freetv.fun/live/yan-zhou-xin-wen-1.m3u8
42.81ms,ОТР,https://t.freetv.fun/live/otr-5.m3u8
42.82ms,PBS Kids,https://t.freetv.fun/live/pbs-kids-pacific.m3u8
42.84ms,CHANNEL [V],https://t.freetv.fun/live/kurd-channel.m3u8
42.85ms,UNIVERSAL HD,https://t.freetv.fun/live/universal-action-1.m3u8
42.86ms,重庆卫视,https://stream1.freetv.fun/5c547f13879814211b3520cdd451f613af0fc5badf33ae9ae5ff3cb87b4a6450.m3u8
42.91ms,平湖新闻综合,https://t.freetv.fun/live/ping-hu-xin-wen-zong-he.m3u8
42.92ms,貴州衛視,https://t.freetv.fun/live/gui-zhou-wei-shi-8.m3u8
42.95ms,Cinema World,https://t.freetv.fun/live/cinema-world-5.m3u8
42.96ms,NBC News NOW (432p),https://plex-xumoent-nbcnn-x17gi.fast.nbcuni.com/live/master_1.m3u8
42.97ms,公視HD,https://t.freetv.fun/live/gong-shi.m3u8
42.98ms,Libya Al Wataniya,https://t.freetv.fun/live/libya-al-wataniya.m3u8
42.99ms,ITV,https://t.freetv.fun/live/itv-1.m3u8
43.05ms,Pro Wrestling Channel,https://t.freetv.fun/live/tna-wrestling.m3u8
43.07ms,广州综合,https://t.freetv.fun/live/yan-zhou-zong-he-14.m3u8
43.07ms,浙江国际,https://t.freetv.fun/live/zhe-jiang-guo-ji.m3u8
43.09ms,广东珠江,https://t.freetv.fun/live/yan-dong-zhu-jiang-gao-qing-10.m3u8
43.10ms,CBC Television,https://t.freetv.fun/live/beverly-hills-television-10-720p.m3u8
43.12ms,Sport Italia,https://t.freetv.fun/live/sport-italia.m3u8
43.14ms,CCTV1,https://stream1.freetv.fun/ce5384774a118c8eccc8a7402ba31e40b0fd0e08e06a0220c0043cfca4400c14.m3u8
43.17ms,廣東民生,https://t.freetv.fun/live/yan-dong-min-sheng-gao-qing-7.m3u8
43.20ms,廣東少兒,https://t.freetv.fun/live/yan-dong-shao-er-1.m3u8
